Id,Title,Body,Category,Priority
133,Revisione contratti aziendali,L ufficio necessita di una verifica approfondita della documentazione per assicurare la conformita alle normative vigenti e migliorare la tracciabilita dei processi,Amministrazione,media
134,Analisi malfunzionamento applicativo,Diversi utenti segnalano difficolta di accesso al sistema e il tecnico deve analizzare il problema per ripristinare la piena funzionalita del servizio,Tecnico,alta
135,Preparazione offerta commerciale,E necessario pianificare un incontro commerciale per presentare i prodotti aziendali e valutare le opportunita di collaborazione,Commerciale,bassa
136,Analisi costi operativi,Occorre gestire una serie di pratiche interne che richiedono coordinamento tra diversi reparti per evitare ritardi nelle attivita,Amministrazione,bassa
137,Analisi malfunzionamento applicativo,Il server principale mostra rallentamenti significativi e richiede una verifica tecnica approfondita per evitare possibili interruzioni,Tecnico,media
138,Verifica server principale,Un applicativo aziendale presenta un malfunzionamento che impedisce agli utenti di completare alcune operazioni fondamentali,Tecnico,media
139,Analisi richieste cliente,Il cliente ha richiesto informazioni aggiuntive e occorre analizzare le sue esigenze per formulare una risposta adeguata,Commerciale,media
140,Analisi richieste cliente,Il reparto vendite deve preparare una proposta dettagliata per un nuovo cliente includendo analisi dei costi benefici e descrizione dei servizi offerti,Commerciale,media
141,Problema rete interna,Il software gestionale necessita di un aggiornamento per correggere errori e migliorare le prestazioni complessive del sistema,Tecnico,alta
142,Gestione pratiche interne,E necessaria un analisi dettagliata dei costi operativi per individuare possibili ottimizzazioni e riduzioni di spesa,Amministrazione,media
143,Preparazione offerta commerciale,Il team commerciale deve studiare il mercato di riferimento per identificare nuove opportunita e migliorare la strategia di vendita,Commerciale,bassa
144,Revisione contratti aziendali,Si richiede una revisione dei contratti aziendali per aggiornare le clausole e garantire una maggiore tutela legale,Amministrazione,alta
145,Revisione contratti aziendali,Occorre gestire una serie di pratiche interne che richiedono coordinamento tra diversi reparti per evitare ritardi nelle attivita,Amministrazione,bassa
146,Analisi richieste cliente,Il cliente ha richiesto informazioni aggiuntive e occorre analizzare le sue esigenze per formulare una risposta adeguata,Commerciale,bassa
147,Verifica server principale,Un applicativo aziendale presenta un malfunzionamento che impedisce agli utenti di completare alcune operazioni fondamentali,Tecnico,media
148,Aggiornamento software gestionale,Un applicativo aziendale presenta un malfunzionamento che impedisce agli utenti di completare alcune operazioni fondamentali,Tecnico,alta
149,Revisione contratti aziendali,Occorre gestire una serie di pratiche interne che richiedono coordinamento tra diversi reparti per evitare ritardi nelle attivita,Amministrazione,media
150,Pianificazione incontro vendita,Il team commerciale deve studiare il mercato di riferimento per identificare nuove opportunita e migliorare la strategia di vendita,Commerciale,alta
151,Pianificazione incontro vendita,E necessario pianificare un incontro commerciale per presentare i prodotti aziendali e valutare le opportunita di collaborazione,Commerciale,alta
152,Aggiornamento listino prodotti,Il cliente ha richiesto informazioni aggiuntive e occorre analizzare le sue esigenze per formulare una risposta adeguata,Commerciale,bassa
153,Analisi costi operativi,E necessaria un analisi dettagliata dei costi operativi per individuare possibili ottimizzazioni e riduzioni di spesa,Amministrazione,media
154,Problema rete interna,Diversi utenti segnalano difficolta di accesso al sistema e il tecnico deve analizzare il problema per ripristinare la piena funzionalita del servizio,Tecnico,bassa
155,Studio mercato di riferimento,Occorre aggiornare il listino prodotti per riflettere le nuove condizioni commerciali e garantire trasparenza verso i clienti,Commerciale,alta
156,Verifica server principale,Il software gestionale necessita di un aggiornamento per correggere errori e migliorare le prestazioni complessive del sistema,Tecnico,media
157,Revisione contratti aziendali,Il dipendente richiede una revisione completa delle procedure interne per migliorare la gestione dei flussi amministrativi e garantire maggiore efficienza operativa,Amministrazione,alta
158,Aggiornamento listino prodotti,Il cliente ha richiesto informazioni aggiuntive e occorre analizzare le sue esigenze per formulare una risposta adeguata,Commerciale,bassa
159,Gestione pratiche interne,Si richiede una revisione dei contratti aziendali per aggiornare le clausole e garantire una maggiore tutela legale,Amministrazione,media
160,Revisione contratti aziendali,Occorre gestire una serie di pratiche interne che richiedono coordinamento tra diversi reparti per evitare ritardi nelle attivita,Amministrazione,alta
161,Gestione pratiche interne,Il dipendente richiede una revisione completa delle procedure interne per migliorare la gestione dei flussi amministrativi e garantire maggiore efficienza operativa,Amministrazione,bassa
162,Gestione pratiche interne,Il dipendente richiede una revisione completa delle procedure interne per migliorare la gestione dei flussi amministrativi e garantire maggiore efficienza operativa,Amministrazione,bassa
163,Richiesta aggiornamento procedure interne,E necessaria un analisi dettagliata dei costi operativi per individuare possibili ottimizzazioni e riduzioni di spesa,Amministrazione,alta
164,Analisi richieste cliente,Occorre aggiornare il listino prodotti per riflettere le nuove condizioni commerciali e garantire trasparenza verso i clienti,Commerciale,alta
165,Analisi malfunzionamento applicativo,Diversi utenti segnalano difficolta di accesso al sistema e il tecnico deve analizzare il problema per ripristinare la piena funzionalita del servizio,Tecnico,bassa
166,Aggiornamento software gestionale,Un applicativo aziendale presenta un malfunzionamento che impedisce agli utenti di completare alcune operazioni fondamentali,Tecnico,media
167,Errore critico nel sistema di autenticazione,Diversi utenti segnalano difficolta di accesso al sistema e il tecnico deve analizzare il problema per ripristinare la piena funzionalita del servizio,Tecnico,bassa
168,Verifica server principale,Un applicativo aziendale presenta un malfunzionamento che impedisce agli utenti di completare alcune operazioni fondamentali,Tecnico,bassa
169,Aggiornamento listino prodotti,E necessario pianificare un incontro commerciale per presentare i prodotti aziendali e valutare le opportunita di collaborazione,Commerciale,media
170,Revisione contratti aziendali,Si richiede una revisione dei contratti aziendali per aggiornare le clausole e garantire una maggiore tutela legale,Amministrazione,alta
171,Preparazione offerta commerciale,E necessario pianificare un incontro commerciale per presentare i prodotti aziendali e valutare le opportunita di collaborazione,Commerciale,media
172,Analisi costi operativi,Occorre gestire una serie di pratiche interne che richiedono coordinamento tra diversi reparti per evitare ritardi nelle attivita,Amministrazione,alta
173,Analisi malfunzionamento applicativo,Il server principale mostra rallentamenti significativi e richiede una verifica tecnica approfondita per evitare possibili interruzioni,Tecnico,alta
174,Pianificazione incontro vendita,E necessario pianificare un incontro commerciale per presentare i prodotti aziendali e valutare le opportunita di collaborazione,Commerciale,bassa
175,Aggiornamento software gestionale,Il software gestionale necessita di un aggiornamento per correggere errori e migliorare le prestazioni complessive del sistema,Tecnico,media
176,Revisione contratti aziendali,Si richiede una revisione dei contratti aziendali per aggiornare le clausole e garantire una maggiore tutela legale,Amministrazione,alta
177,Gestione pratiche interne,Si richiede una revisione dei contratti aziendali per aggiornare le clausole e garantire una maggiore tutela legale,Amministrazione,alta
178,Revisione contratti aziendali,Occorre gestire una serie di pratiche interne che richiedono coordinamento tra diversi reparti per evitare ritardi nelle attivita,Amministrazione,alta
179,Aggiornamento listino prodotti,Il cliente ha richiesto informazioni aggiuntive e occorre analizzare le sue esigenze per formulare una risposta adeguata,Commerciale,alta
180,Studio mercato di riferimento,Il cliente ha richiesto informazioni aggiuntive e occorre analizzare le sue esigenze per formulare una risposta adeguata,Commerciale,bassa
181,Verifica server principale,La rete interna presenta instabilita che compromettono il lavoro dei dipendenti e richiedono un intervento immediato per identificare la causa,Tecnico,media
182,Studio mercato di riferimento,E necessario pianificare un incontro commerciale per presentare i prodotti aziendali e valutare le opportunita di collaborazione,Commerciale,alta
183,Gestione pratiche interne,Il dipendente richiede una revisione completa delle procedure interne per migliorare la gestione dei flussi amministrativi e garantire maggiore efficienza operativa,Amministrazione,alta
184,Studio mercato di riferimento,Occorre aggiornare il listino prodotti per riflettere le nuove condizioni commerciali e garantire trasparenza verso i clienti,Commerciale,bassa
185,Analisi costi operativi,E necessaria un analisi dettagliata dei costi operativi per individuare possibili ottimizzazioni e riduzioni di spesa,Amministrazione,bassa
186,Analisi malfunzionamento applicativo,Diversi utenti segnalano difficolta di accesso al sistema e il tecnico deve analizzare il problema per ripristinare la piena funzionalita del servizio,Tecnico,media
187,Verifica server principale,Il server principale mostra rallentamenti significativi e richiede una verifica tecnica approfondita per evitare possibili interruzioni,Tecnico,media
188,Verifica documentazione amministrativa,Si richiede una revisione dei contratti aziendali per aggiornare le clausole e garantire una maggiore tutela legale,Amministrazione,bassa
189,Analisi malfunzionamento applicativo,Il software gestionale necessita di un aggiornamento per correggere errori e migliorare le prestazioni complessive del sistema,Tecnico,alta
190,Verifica server principale,Un applicativo aziendale presenta un malfunzionamento che impedisce agli utenti di completare alcune operazioni fondamentali,Tecnico,media
191,Revisione contratti aziendali,L ufficio necessita di una verifica approfondita della documentazione per assicurare la conformita alle normative vigenti e migliorare la tracciabilita dei processi,Amministrazione,bassa
192,Preparazione offerta commerciale,E necessario pianificare un incontro commerciale per presentare i prodotti aziendali e valutare le opportunita di collaborazione,Commerciale,media
193,Verifica server principale,La rete interna presenta instabilita che compromettono il lavoro dei dipendenti e richiedono un intervento immediato per identificare la causa,Tecnico,bassa
194,Problema rete interna,Diversi utenti segnalano difficolta di accesso al sistema e il tecnico deve analizzare il problema per ripristinare la piena funzionalita del servizio,Tecnico,media
195,Preparazione offerta commerciale,Occorre aggiornare il listino prodotti per riflettere le nuove condizioni commerciali e garantire trasparenza verso i clienti,Commerciale,alta
196,Analisi costi operativi,E necessaria un analisi dettagliata dei costi operativi per individuare possibili ottimizzazioni e riduzioni di spesa,Amministrazione,media
197,Revisione contratti aziendali,Occorre gestire una serie di pratiche interne che richiedono coordinamento tra diversi reparti per evitare ritardi nelle attivita,Amministrazione,media
198,Preparazione offerta commerciale,Il cliente ha richiesto informazioni aggiuntive e occorre analizzare le sue esigenze per formulare una risposta adeguata,Commerciale,bassa
199,Verifica documentazione amministrativa,Occorre gestire una serie di pratiche interne che richiedono coordinamento tra diversi reparti per evitare ritardi nelle attivita,Amministrazione,media
200,Pianificazione incontro vendita,Occorre aggiornare il listino prodotti per riflettere le nuove condizioni commerciali e garantire trasparenza verso i clienti,Commerciale,media
201,Aggiornamento software gestionale,Il server principale mostra rallentamenti significativi e richiede una verifica tecnica approfondita per evitare possibili interruzioni,Tecnico,bassa
202,Aggiornamento listino prodotti,Il cliente ha richiesto informazioni aggiuntive e occorre analizzare le sue esigenze per formulare una risposta adeguata,Commerciale,media
203,Preparazione offerta commerciale,Il cliente ha richiesto informazioni aggiuntive e occorre analizzare le sue esigenze per formulare una risposta adeguata,Commerciale,alta
204,Gestione pratiche interne,Si richiede una revisione dei contratti aziendali per aggiornare le clausole e garantire una maggiore tutela legale,Amministrazione,media
205,Gestione pratiche interne,Occorre gestire una serie di pratiche interne che richiedono coordinamento tra diversi reparti per evitare ritardi nelle attivita,Amministrazione,media
206,Preparazione offerta commerciale,Occorre aggiornare il listino prodotti per riflettere le nuove condizioni commerciali e garantire trasparenza verso i clienti,Commerciale,media
207,Pianificazione incontro vendita,Il team commerciale deve studiare il mercato di riferimento per identificare nuove opportunita e migliorare la strategia di vendita,Commerciale,alta
208,Analisi richieste cliente,Occorre aggiornare il listino prodotti per riflettere le nuove condizioni commerciali e garantire trasparenza verso i clienti,Commerciale,media
209,Analisi richieste cliente,E necessario pianificare un incontro commerciale per presentare i prodotti aziendali e valutare le opportunita di collaborazione,Commerciale,alta
210,Analisi malfunzionamento applicativo,Un applicativo aziendale presenta un malfunzionamento che impedisce agli utenti di completare alcune operazioni fondamentali,Tecnico,bassa
211,Aggiornamento software gestionale,Un applicativo aziendale presenta un malfunzionamento che impedisce agli utenti di completare alcune operazioni fondamentali,Tecnico,bassa
212,Aggiornamento listino prodotti,Il reparto vendite deve preparare una proposta dettagliata per un nuovo cliente includendo analisi dei costi benefici e descrizione dei servizi offerti,Commerciale,alta
213,Preparazione offerta commerciale,Il cliente ha richiesto informazioni aggiuntive e occorre analizzare le sue esigenze per formulare una risposta adeguata,Commerciale,bassa
214,Analisi malfunzionamento applicativo,La rete interna presenta instabilita che compromettono il lavoro dei dipendenti e richiedono un intervento immediato per identificare la causa,Tecnico,media
215,Problema rete interna,Il server principale mostra rallentamenti significativi e richiede una verifica tecnica approfondita per evitare possibili interruzioni,Tecnico,alta
216,Gestione pratiche interne,Si richiede una revisione dei contratti aziendali per aggiornare le clausole e garantire una maggiore tutela legale,Amministrazione,bassa
217,Revisione contratti aziendali,Si richiede una revisione dei contratti aziendali per aggiornare le clausole e garantire una maggiore tutela legale,Amministrazione,bassa
218,Analisi costi operativi,E necessaria un analisi dettagliata dei costi operativi per individuare possibili ottimizzazioni e riduzioni di spesa,Amministrazione,bassa
219,Analisi malfunzionamento applicativo,Il software gestionale necessita di un aggiornamento per correggere errori e migliorare le prestazioni complessive del sistema,Tecnico,media
220,Aggiornamento software gestionale,La rete interna presenta instabilita che compromettono il lavoro dei dipendenti e richiedono un intervento immediato per identificare la causa,Tecnico,media
221,Aggiornamento listino prodotti,Il team commerciale deve studiare il mercato di riferimento per identificare nuove opportunita e migliorare la strategia di vendita,Commerciale,media
222,Aggiornamento listino prodotti,Il reparto vendite deve preparare una proposta dettagliata per un nuovo cliente includendo analisi dei costi benefici e descrizione dei servizi offerti,Commerciale,media
223,Preparazione offerta commerciale,Il reparto vendite deve preparare una proposta dettagliata per un nuovo cliente includendo analisi dei costi benefici e descrizione dei servizi offerti,Commerciale,bassa
224,Aggiornamento software gestionale,Diversi utenti segnalano difficolta di accesso al sistema e il tecnico deve analizzare il problema per ripristinare la piena funzionalita del servizio,Tecnico,alta
225,Verifica documentazione amministrativa,E necessaria un analisi dettagliata dei costi operativi per individuare possibili ottimizzazioni e riduzioni di spesa,Amministrazione,bassa
226,Studio mercato di riferimento,Il cliente ha richiesto informazioni aggiuntive e occorre analizzare le sue esigenze per formulare una risposta adeguata,Commerciale,alta
227,Analisi costi operativi,Si richiede una revisione dei contratti aziendali per aggiornare le clausole e garantire una maggiore tutela legale,Amministrazione,alta
228,Verifica documentazione amministrativa,L ufficio necessita di una verifica approfondita della documentazione per assicurare la conformita alle normative vigenti e migliorare la tracciabilita dei processi,Amministrazione,alta
229,Pianificazione incontro vendita,E necessario pianificare un incontro commerciale per presentare i prodotti aziendali e valutare le opportunita di collaborazione,Commerciale,bassa
230,Aggiornamento software gestionale,Il software gestionale necessita di un aggiornamento per correggere errori e migliorare le prestazioni complessive del sistema,Tecnico,media
231,Verifica server principale,Il software gestionale necessita di un aggiornamento per correggere errori e migliorare le prestazioni complessive del sistema,Tecnico,media
232,Problema rete interna,La rete interna presenta instabilita che compromettono il lavoro dei dipendenti e richiedono un intervento immediato per identificare la causa,Tecnico,media
233,Analisi richieste cliente,Il reparto vendite deve preparare una proposta dettagliata per un nuovo cliente includendo analisi dei costi benefici e descrizione dei servizi offerti,Commerciale,media
234,Pianificazione incontro vendita,Il team commerciale deve studiare il mercato di riferimento per identificare nuove opportunita e migliorare la strategia di vendita,Commerciale,media
235,Analisi malfunzionamento applicativo,La rete interna presenta instabilita che compromettono il lavoro dei dipendenti e richiedono un intervento immediato per identificare la causa,Tecnico,bassa
236,Analisi richieste cliente,E necessario pianificare un incontro commerciale per presentare i prodotti aziendali e valutare le opportunita di collaborazione,Commerciale,alta
237,Studio mercato di riferimento,Occorre aggiornare il listino prodotti per riflettere le nuove condizioni commerciali e garantire trasparenza verso i clienti,Commerciale,media
238,Revisione contratti aziendali,Il dipendente richiede una revisione completa delle procedure interne per migliorare la gestione dei flussi amministrativi e garantire maggiore efficienza operativa,Amministrazione,alta
239,Verifica documentazione amministrativa,E necessaria un analisi dettagliata dei costi operativi per individuare possibili ottimizzazioni e riduzioni di spesa,Amministrazione,media
240,Analisi richieste cliente,E necessario pianificare un incontro commerciale per presentare i prodotti aziendali e valutare le opportunita di collaborazione,Commerciale,media
241,Preparazione offerta commerciale,Il team commerciale deve studiare il mercato di riferimento per identificare nuove opportunita e migliorare la strategia di vendita,Commerciale,media
242,Verifica documentazione amministrativa,Il dipendente richiede una revisione completa delle procedure interne per migliorare la gestione dei flussi amministrativi e garantire maggiore efficienza operativa,Amministrazione,bassa
243,Aggiornamento software gestionale,Il server principale mostra rallentamenti significativi e richiede una verifica tecnica approfondita per evitare possibili interruzioni,Tecnico,media
244,Analisi costi operativi,Si richiede una revisione dei contratti aziendali per aggiornare le clausole e garantire una maggiore tutela legale,Amministrazione,alta
245,Analisi costi operativi,E necessaria un analisi dettagliata dei costi operativi per individuare possibili ottimizzazioni e riduzioni di spesa,Amministrazione,alta
246,Problema rete interna,La rete interna presenta instabilita che compromettono il lavoro dei dipendenti e richiedono un intervento immediato per identificare la causa,Tecnico,media
247,Analisi malfunzionamento applicativo,Un applicativo aziendale presenta un malfunzionamento che impedisce agli utenti di completare alcune operazioni fondamentali,Tecnico,alta
248,Analisi costi operativi,Si richiede una revisione dei contratti aziendali per aggiornare le clausole e garantire una maggiore tutela legale,Amministrazione,alta
249,Errore critico nel sistema di autenticazione,Diversi utenti segnalano difficolta di accesso al sistema e il tecnico deve analizzare il problema per ripristinare la piena funzionalita del servizio,Tecnico,media
250,Studio mercato di riferimento,E necessario pianificare un incontro commerciale per presentare i prodotti aziendali e valutare le opportunita di collaborazione,Commerciale,bassa
251,Analisi costi operativi,L ufficio necessita di una verifica approfondita della documentazione per assicurare la conformita alle normative vigenti e migliorare la tracciabilita dei processi,Amministrazione,bassa
252,Errore critico nel sistema di autenticazione,Diversi utenti segnalano difficolta di accesso al sistema e il tecnico deve analizzare il problema per ripristinare la piena funzionalita del servizio,Tecnico,bassa
253,Richiesta aggiornamento procedure interne,E necessaria un analisi dettagliata dei costi operativi per individuare possibili ottimizzazioni e riduzioni di spesa,Amministrazione,bassa
254,Revisione contratti aziendali,Si richiede una revisione dei contratti aziendali per aggiornare le clausole e garantire una maggiore tutela legale,Amministrazione,bassa
255,Analisi costi operativi,Il dipendente richiede una revisione completa delle procedure interne per migliorare la gestione dei flussi amministrativi e garantire maggiore efficienza operativa,Amministrazione,alta
256,Aggiornamento software gestionale,Il software gestionale necessita di un aggiornamento per correggere errori e migliorare le prestazioni complessive del sistema,Tecnico,alta
257,Studio mercato di riferimento,Il reparto vendite deve preparare una proposta dettagliata per un nuovo cliente includendo analisi dei costi benefici e descrizione dei servizi offerti,Commerciale,alta
258,Richiesta aggiornamento procedure interne,E necessaria un analisi dettagliata dei costi operativi per individuare possibili ottimizzazioni e riduzioni di spesa,Amministrazione,alta
259,Analisi richieste cliente,Il team commerciale deve studiare il mercato di riferimento per identificare nuove opportunita e migliorare la strategia di vendita,Commerciale,bassa
260,Aggiornamento listino prodotti,Occorre aggiornare il listino prodotti per riflettere le nuove condizioni commerciali e garantire trasparenza verso i clienti,Commerciale,media
261,Verifica server principale,Diversi utenti segnalano difficolta di accesso al sistema e il tecnico deve analizzare il problema per ripristinare la piena funzionalita del servizio,Tecnico,bassa
262,Aggiornamento software gestionale,Il software gestionale necessita di un aggiornamento per correggere errori e migliorare le prestazioni complessive del sistema,Tecnico,media
263,Errore critico nel sistema di autenticazione,Diversi utenti segnalano difficolta di accesso al sistema e il tecnico deve analizzare il problema per ripristinare la piena funzionalita del servizio,Tecnico,media
264,Studio mercato di riferimento,Il team commerciale deve studiare il mercato di riferimento per identificare nuove opportunita e migliorare la strategia di vendita,Commerciale,media
265,Errore critico nel sistema di autenticazione,Un applicativo aziendale presenta un malfunzionamento che impedisce agli utenti di completare alcune operazioni fondamentali,Tecnico,alta
266,Richiesta aggiornamento procedure interne,Si richiede una revisione dei contratti aziendali per aggiornare le clausole e garantire una maggiore tutela legale,Amministrazione,alta
267,Aggiornamento listino prodotti,E necessario pianificare un incontro commerciale per presentare i prodotti aziendali e valutare le opportunita di collaborazione,Commerciale,bassa
