Id,Title,Body,Category,Priority
268,Problema rete interna,La rete interna presenta instabilita che compromettono il lavoro dei dipendenti e richiedono un intervento immediato per identificare la causa,Tecnico,bassa
269,Studio mercato di riferimento,Occorre aggiornare il listino prodotti per riflettere le nuove condizioni commerciali e garantire trasparenza verso i clienti,Commerciale,alta
270,Verifica server principale,Diversi utenti segnalano difficolta di accesso al sistema e il tecnico deve analizzare il problema per ripristinare la piena funzionalita del servizio,Tecnico,alta
271,Aggiornamento software gestionale,Il server principale mostra rallentamenti significativi e richiede una verifica tecnica approfondita per evitare possibili interruzioni,Tecnico,alta
272,Aggiornamento listino prodotti,Occorre aggiornare il listino prodotti per riflettere le nuove condizioni commerciali e garantire trasparenza verso i clienti,Commerciale,bassa
273,Analisi richieste cliente,Il reparto vendite deve preparare una proposta dettagliata per un nuovo cliente includendo analisi dei costi benefici e descrizione dei servizi offerti,Commerciale,media
274,Aggiornamento software gestionale,Un applicativo aziendale presenta un malfunzionamento che impedisce agli utenti di completare alcune operazioni fondamentali,Tecnico,alta
275,Aggiornamento listino prodotti,Il team commerciale deve studiare il mercato di riferimento per identificare nuove opportunita e migliorare la strategia di vendita,Commerciale,bassa
276,Pianificazione incontro vendita,E necessario pianificare un incontro commerciale per presentare i prodotti aziendali e valutare le opportunita di collaborazione,Commerciale,alta
277,Richiesta aggiornamento procedure interne,L ufficio necessita di una verifica approfondita della documentazione per assicurare la conformita alle normative vigenti e migliorare la tracciabilita dei processi,Amministrazione,media
278,Verifica documentazione amministrativa,Il dipendente richiede una revisione completa delle procedure interne per migliorare la gestione dei flussi amministrativi e garantire maggiore efficienza operativa,Amministrazione,alta
279,Gestione pratiche interne,E necessaria un analisi dettagliata dei costi operativi per individuare possibili ottimizzazioni e riduzioni di spesa,Amministrazione,alta
280,Verifica documentazione amministrativa,Il dipendente richiede una revisione completa delle procedure interne per migliorare la gestione dei flussi amministrativi e garantire maggiore efficienza operativa,Amministrazione,media
281,Revisione contratti aziendali,E necessaria un analisi dettagliata dei costi operativi per individuare possibili ottimizzazioni e riduzioni di spesa,Amministrazione,bassa
282,Verifica server principale,La rete interna presenta instabilita che compromettono il lavoro dei dipendenti e richiedono un intervento immediato per identificare la causa,Tecnico,alta
283,Preparazione offerta commerciale,Il team commerciale deve studiare il mercato di riferimento per identificare nuove opportunita e migliorare la strategia di vendita,Commerciale,bassa
284,Analisi costi operativi,Si richiede una revisione dei contratti aziendali per aggiornare le clausole e garantire una maggiore tutela legale,Amministrazione,media
285,Studio mercato di riferimento,Occorre aggiornare il listino prodotti per riflettere le nuove condizioni commerciali e garantire trasparenza verso i clienti,Commerciale,bassa
286,Pianificazione incontro vendita,Il cliente ha richiesto informazioni aggiuntive e occorre analizzare le sue esigenze per formulare una risposta adeguata,Commerciale,alta
287,Verifica documentazione amministrativa,E necessaria un analisi dettagliata dei costi operativi per individuare possibili ottimizzazioni e riduzioni di spesa,Amministrazione,media
288,Analisi richieste cliente,Il team commerciale deve studiare il mercato di riferimento per identificare nuove opportunita e migliorare la strategia di vendita,Commerciale,bassa
289,Errore critico nel sistema di autenticazione,Il software gestionale necessita di un aggiornamento per correggere errori e migliorare le prestazioni complessive del sistema,Tecnico,bassa
290,Revisione contratti aziendali,E necessaria un analisi dettagliata dei costi operativi per individuare possibili ottimizzazioni e riduzioni di spesa,Amministrazione,alta
291,Verifica documentazione amministrativa,L ufficio necessita di una verifica approfondita della documentazione per assicurare la conformita alle normative vigenti e migliorare la tracciabilita dei processi,Amministrazione,bassa
292,Pianificazione incontro vendita,Occorre aggiornare il listino prodotti per riflettere le nuove condizioni commerciali e garantire trasparenza verso i clienti,Commerciale,media
293,Richiesta aggiornamento procedure interne,E necessaria un analisi dettagliata dei costi operativi per individuare possibili ottimizzazioni e riduzioni di spesa,Amministrazione,bassa
294,Analisi richieste cliente,Il reparto vendite deve preparare una proposta dettagliata per un nuovo cliente includendo analisi dei costi benefici e descrizione dei servizi offerti,Commerciale,alta
295,Gestione pratiche interne,Occorre gestire una serie di pratiche interne che richiedono coordinamento tra diversi reparti per evitare ritardi nelle attivita,Amministrazione,alta
296,Problema rete interna,Un applicativo aziendale presenta un malfunzionamento che impedisce agli utenti di completare alcune operazioni fondamentali,Tecnico,media
297,Analisi malfunzionamento applicativo,Diversi utenti segnalano difficolta di accesso al sistema e il tecnico deve analizzare il problema per ripristinare la piena funzionalita del servizio,Tecnico,media
298,Analisi costi operativi,Occorre gestire una serie di pratiche interne che richiedono coordinamento tra diversi reparti per evitare ritardi nelle attivita,Amministrazione,bassa
299,Richiesta aggiornamento procedure interne,Si richiede una revisione dei contratti aziendali per aggiornare le clausole e garantire una maggiore tutela legale,Amministrazione,alta
300,Analisi richieste cliente,Il reparto vendite deve preparare una proposta dettagliata per un nuovo cliente includendo analisi dei costi benefici e descrizione dei servizi offerti,Commerciale,bassa
301,Aggiornamento listino prodotti,Occorre aggiornare il listino prodotti per riflettere le nuove condizioni commerciali e garantire trasparenza verso i clienti,Commerciale,alta
302,Preparazione offerta commerciale,Il cliente ha richiesto informazioni aggiuntive e occorre analizzare le sue esigenze per formulare una risposta adeguata,Commerciale,alta
303,Analisi malfunzionamento applicativo,La rete interna presenta instabilita che compromettono il lavoro dei dipendenti e richiedono un intervento immediato per identificare la causa,Tecnico,media
304,Pianificazione incontro vendita,Il cliente ha richiesto informazioni aggiuntive e occorre analizzare le sue esigenze per formulare una risposta adeguata,Commerciale,bassa
305,Problema rete interna,Il software gestionale necessita di un aggiornamento per correggere errori e migliorare le prestazioni complessive del sistema,Tecnico,alta
306,Preparazione offerta commerciale,Il cliente ha richiesto informazioni aggiuntive e occorre analizzare le sue esigenze per formulare una risposta adeguata,Commerciale,alta
307,Aggiornamento software gestionale,Il software gestionale necessita di un aggiornamento per correggere errori e migliorare le prestazioni complessive del sistema,Tecnico,alta
308,Preparazione offerta commerciale,Il cliente ha richiesto informazioni aggiuntive e occorre analizzare le sue esigenze per formulare una risposta adeguata,Commerciale,media
309,Problema rete interna,La rete interna presenta instabilita che compromettono il lavoro dei dipendenti e richiedono un intervento immediato per identificare la causa,Tecnico,media
310,Preparazione offerta commerciale,Occorre aggiornare il listino prodotti per riflettere le nuove condizioni commerciali e garantire trasparenza verso i clienti,Commerciale,bassa
311,Errore critico nel sistema di autenticazione,La rete interna presenta instabilita che compromettono il lavoro dei dipendenti e richiedono un intervento immediato per identificare la causa,Tecnico,alta
312,Errore critico nel sistema di autenticazione,Il software gestionale necessita di un aggiornamento per correggere errori e migliorare le prestazioni complessive del sistema,Tecnico,alta
313,Richiesta aggiornamento procedure interne,Si richiede una revisione dei contratti aziendali per aggiornare le clausole e garantire una maggiore tutela legale,Amministrazione,alta
314,Pianificazione incontro vendita,Il team commerciale deve studiare il mercato di riferimento per identificare nuove opportunita e migliorare la strategia di vendita,Commerciale,alta
315,Gestione pratiche interne,Il dipendente richiede una revisione completa delle procedure interne per migliorare la gestione dei flussi amministrativi e garantire maggiore efficienza operativa,Amministrazione,media
316,Studio mercato di riferimento,Il team commerciale deve studiare il mercato di riferimento per identificare nuove opportunita e migliorare la strategia di vendita,Commerciale,alta
317,Aggiornamento listino prodotti,Il team commerciale deve studiare il mercato di riferimento per identificare nuove opportunita e migliorare la strategia di vendita,Commerciale,alta
318,Verifica documentazione amministrativa,E necessaria un analisi dettagliata dei costi operativi per individuare possibili ottimizzazioni e riduzioni di spesa,Amministrazione,bassa
319,Verifica documentazione amministrativa,Occorre gestire una serie di pratiche interne che richiedono coordinamento tra diversi reparti per evitare ritardi nelle attivita,Amministrazione,media
320,Verifica server principale,La rete interna presenta instabilita che compromettono il lavoro dei dipendenti e richiedono un intervento immediato per identificare la causa,Tecnico,bassa
321,Aggiornamento software gestionale,La rete interna presenta instabilita che compromettono il lavoro dei dipendenti e richiedono un intervento immediato per identificare la causa,Tecnico,media
322,Gestione pratiche interne,L ufficio necessita di una verifica approfondita della documentazione per assicurare la conformita alle normative vigenti e migliorare la tracciabilita dei processi,Amministrazione,alta
323,Richiesta aggiornamento procedure interne,L ufficio necessita di una verifica approfondita della documentazione per assicurare la conformita alle normative vigenti e migliorare la tracciabilita dei processi,Amministrazione,alta
324,Analisi richieste cliente,Il team commerciale deve studiare il mercato di riferimento per identificare nuove opportunita e migliorare la strategia di vendita,Commerciale,alta
325,Preparazione offerta commerciale,E necessario pianificare un incontro commerciale per presentare i prodotti aziendali e valutare le opportunita di collaborazione,Commerciale,alta
326,Aggiornamento software gestionale,Diversi utenti segnalano difficolta di accesso al sistema e il tecnico deve analizzare il problema per ripristinare la piena funzionalita del servizio,Tecnico,media
327,Verifica server principale,Il server principale mostra rallentamenti significativi e richiede una verifica tecnica approfondita per evitare possibili interruzioni,Tecnico,media
328,Verifica documentazione amministrativa,L ufficio necessita di una verifica approfondita della documentazione per assicurare la conformita alle normative vigenti e migliorare la tracciabilita dei processi,Amministrazione,bassa
329,Aggiornamento listino prodotti,E necessario pianificare un incontro commerciale per presentare i prodotti aziendali e valutare le opportunita di collaborazione,Commerciale,alta
330,Verifica server principale,La rete interna presenta instabilita che compromettono il lavoro dei dipendenti e richiedono un intervento immediato per identificare la causa,Tecnico,media
331,Aggiornamento listino prodotti,Occorre aggiornare il listino prodotti per riflettere le nuove condizioni commerciali e garantire trasparenza verso i clienti,Commerciale,media
332,Gestione pratiche interne,Si richiede una revisione dei contratti aziendali per aggiornare le clausole e garantire una maggiore tutela legale,Amministrazione,media
333,Analisi richieste cliente,E necessario pianificare un incontro commerciale per presentare i prodotti aziendali e valutare le opportunita di collaborazione,Commerciale,alta
334,Aggiornamento software gestionale,Il software gestionale necessita di un aggiornamento per correggere errori e migliorare le prestazioni complessive del sistema,Tecnico,alta
335,Analisi malfunzionamento applicativo,Diversi utenti segnalano difficolta di accesso al sistema e il tecnico deve analizzare il problema per ripristinare la piena funzionalita del servizio,Tecnico,media
336,Preparazione offerta commerciale,Il reparto vendite deve preparare una proposta dettagliata per un nuovo cliente includendo analisi dei costi benefici e descrizione dei servizi offerti,Commerciale,bassa
337,Gestione pratiche interne,Occorre gestire una serie di pratiche interne che richiedono coordinamento tra diversi reparti per evitare ritardi nelle attivita,Amministrazione,media
338,Revisione contratti aziendali,Occorre gestire una serie di pratiche interne che richiedono coordinamento tra diversi reparti per evitare ritardi nelle attivita,Amministrazione,alta
339,Analisi malfunzionamento applicativo,La rete interna presenta instabilita che compromettono il lavoro dei dipendenti e richiedono un intervento immediato per identificare la causa,Tecnico,media
340,Pianificazione incontro vendita,Il reparto vendite deve preparare una proposta dettagliata per un nuovo cliente includendo analisi dei costi benefici e descrizione dei servizi offerti,Commerciale,bassa
341,Revisione contratti aziendali,E necessaria un analisi dettagliata dei costi operativi per individuare possibili ottimizzazioni e riduzioni di spesa,Amministrazione,bassa
342,Aggiornamento software gestionale,Un applicativo aziendale presenta un malfunzionamento che impedisce agli utenti di completare alcune operazioni fondamentali,Tecnico,bassa
343,Studio mercato di riferimento,E necessario pianificare un incontro commerciale per presentare i prodotti aziendali e valutare le opportunita di collaborazione,Commerciale,media
344,Revisione contratti aziendali,Si richiede una revisione dei contratti aziendali per aggiornare le clausole e garantire una maggiore tutela legale,Amministrazione,alta
345,Aggiornamento software gestionale,Un applicativo aziendale presenta un malfunzionamento che impedisce agli utenti di completare alcune operazioni fondamentali,Tecnico,media
346,Verifica documentazione amministrativa,Occorre gestire una serie di pratiche interne che richiedono coordinamento tra diversi reparti per evitare ritardi nelle attivita,Amministrazione,media
347,Analisi malfunzionamento applicativo,Diversi utenti segnalano difficolta di accesso al sistema e il tecnico deve analizzare il problema per ripristinare la piena funzionalita del servizio,Tecnico,bassa
348,Aggiornamento software gestionale,Diversi utenti segnalano difficolta di accesso al sistema e il tecnico deve analizzare il problema per ripristinare la piena funzionalita del servizio,Tecnico,bassa
349,Studio mercato di riferimento,Il reparto vendite deve preparare una proposta dettagliata per un nuovo cliente includendo analisi dei costi benefici e descrizione dei servizi offerti,Commerciale,alta
350,Revisione contratti aziendali,Si richiede una revisione dei contratti aziendali per aggiornare le clausole e garantire una maggiore tutela legale,Amministrazione,bassa
351,Analisi richieste cliente,Il reparto vendite deve preparare una proposta dettagliata per un nuovo cliente includendo analisi dei costi benefici e descrizione dei servizi offerti,Commerciale,bassa
352,Errore critico nel sistema di autenticazione,La rete interna presenta instabilita che compromettono il lavoro dei dipendenti e richiedono un intervento immediato per identificare la causa,Tecnico,bassa
353,Errore critico nel sistema di autenticazione,Un applicativo aziendale presenta un malfunzionamento che impedisce agli utenti di completare alcune operazioni fondamentali,Tecnico,bassa
354,Studio mercato di riferimento,Il cliente ha richiesto informazioni aggiuntive e occorre analizzare le sue esigenze per formulare una risposta adeguata,Commerciale,bassa
355,Studio mercato di riferimento,Il cliente ha richiesto informazioni aggiuntive e occorre analizzare le sue esigenze per formulare una risposta adeguata,Commerciale,media
356,Analisi richieste cliente,Il cliente ha richiesto informazioni aggiuntive e occorre analizzare le sue esigenze per formulare una risposta adeguata,Commerciale,alta
357,Verifica server principale,Il software gestionale necessita di un aggiornamento per correggere errori e migliorare le prestazioni complessive del sistema,Tecnico,alta
358,Problema rete interna,Il software gestionale necessita di un aggiornamento per correggere errori e migliorare le prestazioni complessive del sistema,Tecnico,bassa
359,Verifica documentazione amministrativa,Il dipendente richiede una revisione completa delle procedure interne per migliorare la gestione dei flussi amministrativi e garantire maggiore efficienza operativa,Amministrazione,bassa
360,Gestione pratiche interne,L ufficio necessita di una verifica approfondita della documentazione per assicurare la conformita alle normative vigenti e migliorare la tracciabilita dei processi,Amministrazione,bassa
361,Studio mercato di riferimento,Occorre aggiornare il listino prodotti per riflettere le nuove condizioni commerciali e garantire trasparenza verso i clienti,Commerciale,alta
362,Problema rete interna,Il software gestionale necessita di un aggiornamento per correggere errori e migliorare le prestazioni complessive del sistema,Tecnico,media
363,Aggiornamento software gestionale,Il software gestionale necessita di un aggiornamento per correggere errori e migliorare le prestazioni complessive del sistema,Tecnico,bassa
364,Pianificazione incontro vendita,Il team commerciale deve studiare il mercato di riferimento per identificare nuove opportunita e migliorare la strategia di vendita,Commerciale,media
365,Analisi malfunzionamento applicativo,Il server principale mostra rallentamenti significativi e richiede una verifica tecnica approfondita per evitare possibili interruzioni,Tecnico,alta
366,Studio mercato di riferimento,Il reparto vendite deve preparare una proposta dettagliata per un nuovo cliente includendo analisi dei costi benefici e descrizione dei servizi offerti,Commerciale,alta
367,Gestione pratiche interne,Si richiede una revisione dei contratti aziendali per aggiornare le clausole e garantire una maggiore tutela legale,Amministrazione,media
368,Analisi costi operativi,Si richiede una revisione dei contratti aziendali per aggiornare le clausole e garantire una maggiore tutela legale,Amministrazione,bassa
369,Gestione pratiche interne,L ufficio necessita di una verifica approfondita della documentazione per assicurare la conformita alle normative vigenti e migliorare la tracciabilita dei processi,Amministrazione,alta
370,Verifica documentazione amministrativa,Si richiede una revisione dei contratti aziendali per aggiornare le clausole e garantire una maggiore tutela legale,Amministrazione,bassa
371,Analisi costi operativi,E necessaria un analisi dettagliata dei costi operativi per individuare possibili ottimizzazioni e riduzioni di spesa,Amministrazione,bassa
372,Verifica documentazione amministrativa,L ufficio necessita di una verifica approfondita della documentazione per assicurare la conformita alle normative vigenti e migliorare la tracciabilita dei processi,Amministrazione,media
373,Analisi richieste cliente,Il cliente ha richiesto informazioni aggiuntive e occorre analizzare le sue esigenze per formulare una risposta adeguata,Commerciale,media
374,Analisi malfunzionamento applicativo,La rete interna presenta instabilita che compromettono il lavoro dei dipendenti e richiedono un intervento immediato per identificare la causa,Tecnico,alta
375,Aggiornamento software gestionale,Il software gestionale necessita di un aggiornamento per correggere errori e migliorare le prestazioni complessive del sistema,Tecnico,media
376,Errore critico nel sistema di autenticazione,La rete interna presenta instabilita che compromettono il lavoro dei dipendenti e richiedono un intervento immediato per identificare la causa,Tecnico,media
377,Verifica server principale,Diversi utenti segnalano difficolta di accesso al sistema e il tecnico deve analizzare il problema per ripristinare la piena funzionalita del servizio,Tecnico,alta
378,Errore critico nel sistema di autenticazione,Il software gestionale necessita di un aggiornamento per correggere errori e migliorare le prestazioni complessive del sistema,Tecnico,alta
379,Aggiornamento listino prodotti,Il team commerciale deve studiare il mercato di riferimento per identificare nuove opportunita e migliorare la strategia di vendita,Commerciale,bassa
380,Verifica documentazione amministrativa,L ufficio necessita di una verifica approfondita della documentazione per assicurare la conformita alle normative vigenti e migliorare la tracciabilita dei processi,Amministrazione,media
381,Richiesta aggiornamento procedure interne,Si richiede una revisione dei contratti aziendali per aggiornare le clausole e garantire una maggiore tutela legale,Amministrazione,bassa
382,Aggiornamento software gestionale,Il software gestionale necessita di un aggiornamento per correggere errori e migliorare le prestazioni complessive del sistema,Tecnico,bassa
383,Analisi richieste cliente,Il reparto vendite deve preparare una proposta dettagliata per un nuovo cliente includendo analisi dei costi benefici e descrizione dei servizi offerti,Commerciale,media
384,Studio mercato di riferimento,Il cliente ha richiesto informazioni aggiuntive e occorre analizzare le sue esigenze per formulare una risposta adeguata,Commerciale,alta
385,Aggiornamento listino prodotti,Il team commerciale deve studiare il mercato di riferimento per identificare nuove opportunita e migliorare la strategia di vendita,Commerciale,alta
386,Analisi malfunzionamento applicativo,Un applicativo aziendale presenta un malfunzionamento che impedisce agli utenti di completare alcune operazioni fondamentali,Tecnico,alta
387,Problema rete interna,Il software gestionale necessita di un aggiornamento per correggere errori e migliorare le prestazioni complessive del sistema,Tecnico,media
388,Studio mercato di riferimento,Occorre aggiornare il listino prodotti per riflettere le nuove condizioni commerciali e garantire trasparenza verso i clienti,Commerciale,bassa
389,Aggiornamento software gestionale,Un applicativo aziendale presenta un malfunzionamento che impedisce agli utenti di completare alcune operazioni fondamentali,Tecnico,alta
390,Analisi costi operativi,Si richiede una revisione dei contratti aziendali per aggiornare le clausole e garantire una maggiore tutela legale,Amministrazione,media
391,Pianificazione incontro vendita,Il cliente ha richiesto informazioni aggiuntive e occorre analizzare le sue esigenze per formulare una risposta adeguata,Commerciale,media
392,Problema rete interna,Diversi utenti segnalano difficolta di accesso al sistema e il tecnico deve analizzare il problema per ripristinare la piena funzionalita del servizio,Tecnico,alta
393,Pianificazione incontro vendita,Il cliente ha richiesto informazioni aggiuntive e occorre analizzare le sue esigenze per formulare una risposta adeguata,Commerciale,bassa
394,Analisi costi operativi,Occorre gestire una serie di pratiche interne che richiedono coordinamento tra diversi reparti per evitare ritardi nelle attivita,Amministrazione,media
395,Analisi richieste cliente,E necessario pianificare un incontro commerciale per presentare i prodotti aziendali e valutare le opportunita di collaborazione,Commerciale,alta
396,Problema rete interna,Un applicativo aziendale presenta un malfunzionamento che impedisce agli utenti di completare alcune operazioni fondamentali,Tecnico,media
397,Verifica server principale,Il software gestionale necessita di un aggiornamento per correggere errori e migliorare le prestazioni complessive del sistema,Tecnico,bassa
398,Verifica documentazione amministrativa,Si richiede una revisione dei contratti aziendali per aggiornare le clausole e garantire una maggiore tutela legale,Amministrazione,bassa
399,Errore critico nel sistema di autenticazione,Diversi utenti segnalano difficolta di accesso al sistema e il tecnico deve analizzare il problema per ripristinare la piena funzionalita del servizio,Tecnico,alta
400,documentazione errata,la documentazione per la bolla di carico  errata ricompilare,Amministrazione,media
401,pianificazione commerciale incompleta,dopo l'ultimo incontro non  stato possibile raggiungre una soluzione per il piano commerciale del prossimo semestre ripianificare una riunione il prima possibile,Commerciale,alta
